mass,impulse_integral, impulse_time, impulse_pressure
15,0.009891987487855258,0.12859999999999872,0.07692058699732003
20,0.012010728076811186,0.11359999999999815,0.10572824011277625
25,0.01611347233675084,0.10770000000000124,0.14961441352600421
30,0.024349800535249627,0.097849999999994,0.24884824256771712
35,0.017851549101043918,0.07314999999999827,0.24404031580375038
